movie_id,title,language,genre,release_year,decade,running_time_minutes,imdb_rating,rating_category,maturity_rating,plot,plot_word_count,is_rating_imputed,is_year_imputed
M04863,Rajavin Parvaiyiele,Tamil,Romance,1995,1990s,138,6.5,Good,All,Rajavin Parvaiyiele starring by vijay and Ajith Kumar. Vijay is the son of a poor and his only aim in life is to study to get a good job. Meanwhile the daughter of the richest man of the village falls in love with Vijay. But he keeps shunning her and getting away from her. She decides to know the reason of his behavior. Vijay narrates a flash back story of his friend (Ajith) who fell in love ...,78,False,False
M04864,Dahleez,Hindi,Romance,1986,1980s,161,5.3,Average,All,"Mrignaini and Shekhar love each other, but due to a misunderstanding, Mrignaini decides to leave him. She then marries another man. Her life comes crashing down when Shekhar reappears in her life.",32,False,False
M04865,Beauty and the Beast,Hindi,Romance,2016,2010s,113,6.4,Good,7+,"An unexpected romance blooms after the the youngest daughter of a merchant who has fallen on hard times offers herself to the mysterious beast to which her father has become indebted. Armed with her courage, ignoring every danger and opening her heart, Beauty manages to release the Beast from his curse. And in doing so, she discovers true love.",59,False,False
M04866,Maharajin,Hindi,Drama,2018,2010s,30,7.0,Good,NR,"In Hinduism, women are prohibited from entering the cremation ground, but Gulab Maharajin performed Cremations at Rasoolabad Ghat, Allahabad for over more than 60 Years.",25,False,False
M04867,What Happens in Vegas,English,Action,2008,2000s,98,6.1,Good,13+,Two strangers who drunkenly got married in Vegas fight over a huge jackpot after having their annulment denied by a judge.,21,False,False
M04868,Rangoli,Kannada,Drama,1996,1990s,135,7.5,Excellent,NR,"Rangoli is a 1996 Indian Kannada film, directed by P H Viswanath and produced by S Shailendra Babu. The film stars Sumanth and Ruchitha Prasad in lead roles. The music of the film was composed by V Manohar.",38,False,False
M04869,KNIVES OUT,English,Thriller,2019,2010s,130,7.9,Excellent,13+,"When renowned crime novelist Harlan Thrombey is found dead at his estate, the inquisitive Detective Benoit Blanc is mysteriously enlisted to investigate.",22,False,False
M04870,Ek Vivaah Aisa Bhi,Hindi,Romance,2008,2000s,132,5.2,Average,All,"Chandni, who belongs to a middle class family living in Bhopal and Prem who is an unconventional ghazal singer and hails from an upper middle class family. Chandni and Prem fall in love. On the day of their engagement, Chandni's dad dies and she along with her siblings moves into her uncle's house .she realizes how cunning the uncle is. She decides to take care of her family on her own.",71,False,False
M04871,One Man Show,Malayalam,Drama,2001,2000s,139,5.8,Average,NR,"The story unfurls itself in the course of a TV game show, much akin to Who Wants to be a Millionaire. Jayakrishnan (Jayaram), the protagonist, comes to take part in the show, hosted by popular filmstar Mukesh. In the course of the show, the host pries into Jayakrishnan’s past and the whole story is unfurled in flashback.Jayakrishnan, his uncle K. R. Menon (Narendra Prasad) and his cousin, Me ...",69,False,False
M04872,Srimanthudu,Telugu,Action,1971,1970s,149,7.5,Excellent,NR,"Srimanthudu is a 1971 Indian Telugu film, directed by K. Pratyagatma and Produced by G. Radhakrishna Murthy. The film stars Akkineni Nageswara Rao and Jamuna in lead roles. The music of the film was composed by T. Chalapathi Rao.",39,False,False
M04873,Irupathiyonnaam Noottaandu,Malayalam,Romance,2019,2010s,160,3.3,Low,All,Appu a surfer and restaurant owner in Goa has to face many difficulties to succeed in love.,17,False,False
M04874,Kalpurush,Bengali,Drama,2017,2010s,121,7.0,Good,13+,"A Bengali film about a man with an unfaithful wife, reconnecting with his long-lost father who had cheated on his wife.",21,False,False
M04875,Ashkelon National Park,English,Drama,2019,2010s,26,8.4,Excellent,13+,The Ashkelon National Park is not only famous for its rich biodiversity but also for having witnessed important passages of history. One of the key events it has been a part of was the deaths of 2500 Jews during the Great Rebellion. Discover history's best and the worst moments that took place at the park in the film.,58,False,False
M04876,Line of Fire,English,Drama,1979,1970s,79,3.4,Low,18+,"When a New York City film editor (Robert De Niro, ""Raging Bull"") spends a weekend with his rich friends, the mysterious Crawford enters their lives and proceeds to disrupt everything.",30,False,False
M04877,Padmaavat,Hindi,Drama,2018,2010s,162,7.0,Good,13+,"Set in 1303 AD medieval India, Padmaavat is the story of honor, valor and obsession. Queen Padmavati is known for her exceptional beauty along with a strong sense of justice and is the wife of Maharawal Ratan Singh and pride of the Kingdom of Chittor, a prosperous kingdom in the north west of India. The legend of her beauty reaches the reigning sultan of Hindustan – Allaudin Khilji.",68,False,False
M04878,Valerian and the City of a Thousand Planets,English,Sci-Fi,2017,2010s,136,6.5,Good,16+,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",39,False,False
M04879,IT,Hindi,Family,2017,2010s,134,7.3,Good,18+,"When children in town begin to disappear, a group of young kids is faced with their biggest fears as they square off against evil clown, Pennywise. Based on the Stephen King novel.",32,False,False
M04880,Palleturu,Telugu,Drama,2011,2010s,114,6.0,Good,NR,"Palleturu is a 1952 Indian Telugu film, directed by Tatineni Prakash Rao and produced by P. Sivaramaiah. The film stars N. T. R. Rama Rao and Savitri in lead roles. Music of the film was composed by Ghantasala.",38,False,True
M04881,Chinna Thambi Periya Thambi,Tamil,Action,1987,1980s,133,5.9,Average,NR,"Chinna Thambi Periya Thambi is a 1987 Indian Tamil film, directed by ""Manivannan"" and produced by,"" The film stars ""Prabhu Ganesan, Sathyaraj, Nadia Moidu"" in lead roles. The film, Music by, Gangai Amaran.",33,False,False
M04882,Bad Boys for Life,English,Drama,2020,2020s,123,6.6,Good,18+,The Bad Boys Mike Lowrey (Will Smith) and Marcus Burnett (Martin Lawrence) are back together for one last ride in the highly anticipated Bad Boys for Life.,27,False,False
M04883,Meerayude Dukhavum Muthuvinte Swapnavum,Malayalam,Romance,2003,2000s,133,3.6,Low,All,"Muthu and his sister, who has a physical disability, live with their grandmother and uncle Suseelan. Muthu's life takes a turn when he falls in love with a woman and meets a mysterious man.",34,False,False
M04884,Johnny English,Hindi,Action,2003,2000s,87,6.2,Good,All,"When the Crown Jewels are stolen, bumbling Johnny English (Rowan Atkinson) is the only secret agent in the country who can solve the crime in this hilarious spy spoof for the whole family.",33,False,False
M04885,Jal (Water),Hindi,Drama,2014,2010s,131,6.7,Good,13+,A gifted young man from a drought - stricken village helps a group of ecologists find water for migrating flamingoes.,20,False,False
M04886,Kaashi,Hindi,Drama,2017,2010s,11,6.2,Good,All,Kaashi is a story of a teenage girl living in poverty in an Indian village who wants to build a toilet for her home.,24,True,False
M04887,Nagina,Hindi,Action,1986,1980s,137,6.5,Good,13+,"Nagina Is An Award Winning Indian Fantasy Movie, Directed And Produced By Harmesh Malhotra, Starring Sridevi, Rishi Kapoor And Amrish Puri In The Lead Roles. It Has Won One Filmfare Award. Rajni's Married Life With Rajiv Is Ruined When Bhairon Nath, A Religious Man, Tells Rajiv's Mother That She Is A Shape-shifting Snake. She Then Tries To Get Revenge Against Him For This.",63,False,False
M04888,Suriyan,Tamil,Thriller,1992,1990s,152,6.1,Good,All,"The CBI is in search of Sooriyan, an intelligent security officer of central ministry, who is accused of murdering a Central Minister. He takes shelter in a remote village. The rest of the movie is about how he proves his innocence.",41,False,False
M04889,Beverly Hills Cop,English,Action,1984,1980s,105,7.3,Good,18+,"The heat is on in this fast paced action-comedy starring Eddie Murphy as Axel Foley, a street smart Detroit cop tracking down his best friend’s killer in Beverly Hills.",29,False,False
M04890,Mehbooba,Hindi,Romance,2008,2000s,163,3.5,Low,All,"After dreaming of a beautiful girl for over 8 years, Karan finally gets to meet Varsha, who happens to be the foster daughter of his lawyer, Sahid. Karan is confident that Sahid will convince Varsha to marry him - little knowing that Varsha will not only refuse to marry but she also hates men, and had a parallel New York-based lifestyle as Payal Mehra.",64,False,False
M04891,Moonwalk One,English,Action,2020,2020s,103,7.2,Good,13+,"Relive man's first moon landing and the Apollo 11 voyage in this film which shows never-seen-before clips form NASA as well as the reactions of people at Cape Kennedy and around the world. Watch the excitement build through the eyes of the viewers of the mission and rejoice the moon landing by Neil Armstrong, Buzz Aldrin and Michael Collins once again!",61,False,False
M04892,The Murderer,Hindi,Thriller,2011,2010s,110,6.2,Good,18+,"The Murderer is a 2011 Hindi-language Indian feature film directed by Raj N. Sippy and produced by Salim Akthar, starring Mahakshay Chakraborty, Monalisa, Shakti Kapoor, Shantipriya and Ashutosh Rana.",29,True,False
M04893,Joyee,Bengali,Drama,2019,2010s,138,6.8,Good,13+,Village girl Apu reaches the city after her marriage. Can she cope up with the culture shock that welcomes her in the city?,23,True,False
M04894,Target Number One,English,Thriller,2020,2020s,119,6.1,Good,18+,"In 1989, a Canadian journalist investigates the circumstances surrounding the suspicious arrest of a heroin addict imprisoned in a Thai jail.",21,False,False
M04895,Gandharvam,Malayalam,Romance,1993,1990s,157,6.4,Good,13+,"Sam Alexander loves directing plays but when the heroine of his play elopes with another actor, he brings in Sridevi as his new heroine. They fall in love but new problems arise in their lives.",35,False,False
M04896,Mahaan,Bengali,Drama,1996,1990s,147,6.8,Good,NR,"A wonderful movie which is about a driver with all negative aspects. And one accident changed the whole life of his.He gives up his complete life for the upbringing of the child. And the end of the movie lives its name, when the biological father gives due repect the driver.",50,True,False
M04897,The Super Simple Show - Halloween,English,Romance,2019,2010s,44,6.4,Good,All,"The Super Simple show is a compilation of Super Simple's most popular songs and series that our fans love! This compilation is all about Halloween! Includes children's song favorites ""Down By The Spooky Bay"", ""5 Little Monsters"" & ""5 Creepy Spiders"" and featuring Carl's Car Wash, The Bumble Nums, Mr. Monkey, Monkey Mechanic, and More!",55,True,False
M04898,Shiva And The Lost Tribe,Hindi,Action,2020,2020s,79,6.2,Good,7+,"Shiva and squad are onto a mission to solve a bizarre mystery of the crying mountains, when they accidentally encounter the clan of the ancient lost Hududu Tribe. Gifted with the power to control nature, the tribe is endangered as an evil scientist, Danny Danger is on the lookout to harness their powers. Exposed on the radar of Danny Danger, the tribe is in a great threat.",67,True,False
M04899,Sunghursh,Hindi,Drama,2009,2000s,142,6.8,Good,All,"Bhawani Prasad, a criminal who poses as a holy man and is estranged from his wife and son, forcibly takes his grandson, Kundan, with him to follow in his footsteps.",30,False,True
M04900,Janapriyan,Malayalam,Sci-Fi,2011,2010s,121,6.3,Good,NR,The story begins with Priyadarshan who is from a small village and comes in search of a job. He has temporarily been appointed in the place of Vyashakan who an aspiring director is but is forced to go on leave for not showing interest in his work. As Vyashakan returns they both become good friends. Who do you think will be a successful director in the future?,67,False,False
